sample_name	PC1	PC2	module
MLL_10908	-4.866315714894319	-2.3329418919845804	Mod0 (grey)
MLL_10909	-8.164890134371019	0.34079713871271244	Mod0 (grey)
MLL_10910	-6.5435963881512125	-1.0069732957604096	Mod0 (grey)
MLL_10911	-7.824635888275406	-3.695285848737866	Mod0 (grey)
MLL_10912	-4.827550417692151	-1.4976944772787057	Mod0 (grey)
MLL_10913	-4.620630146796569	0.4894515168127979	Mod0 (grey)
MLL_10917	-5.422318480193246	-4.252576118687574	Mod0 (grey)
MLL_10918	-0.8000933925053775	3.2371804562635043	Mod0 (grey)
MLL_10920	-1.785158952643963	3.8137196952607115	Mod0 (grey)
MLL_10921	-5.166012627558024	3.6933722929775645	Mod0 (grey)
MLL_10927	-9.427098551598194	-3.4981240858703884	Mod0 (grey)
MLL_10928	6.154515833428359	3.5125776926899315	Mod0 (grey)
MLL_10931	2.8939179860620574	-0.5883442565157108	Mod0 (grey)
MLL_10932	-0.14357708375132755	3.3108220321073345	Mod0 (grey)
MLL_10934	-4.753814971757649	-0.5643494160671563	Mod0 (grey)
MLL_10936	-3.166722998540818	-0.5815830137012524	Mod0 (grey)
MLL_10937	-2.2118592458745336	-1.7828889068528597	Mod0 (grey)
MLL_10939	-11.293863189362748	-2.988405852978546	Mod0 (grey)
MLL_10940	-1.2477413835593	3.0196955561917065	Mod0 (grey)
MLL_10942	3.988603959690844	-0.12327449414146213	Mod0 (grey)
MLL_10943	-4.5583786878431996	-2.189202842237033	Mod0 (grey)
MLL_10948	8.071689293841414	-2.2107638080836276	Mod0 (grey)
MLL_10951	-0.4993665805138198	1.5547838371254443	Mod0 (grey)
MLL_10953	-1.1661867718559653	-0.21149607423957764	Mod0 (grey)
MLL_10955	-1.291238020480681	-2.660471183517611	Mod0 (grey)
MLL_10957	-0.7792123506109218	-2.377931300934412	Mod0 (grey)
MLL_10967	3.5625553973050392	-5.169071384825944	Mod0 (grey)
MLL_10969	4.992658706777451	-2.0582172214382877	Mod0 (grey)
MLL_10972	2.0308434000262547	2.018514280176599	Mod0 (grey)
MLL_10973	-8.72071410033361	3.5836413084196908	Mod0 (grey)
MLL_10974	-0.3336685925240916	1.031901346267479	Mod0 (grey)
MLL_10975	-9.16378429015667	4.493764243664417	Mod0 (grey)
MLL_10976	6.395642508844923	5.633882366296727	Mod0 (grey)
MLL_10977	3.9869818816315425	-2.68625062546731	Mod0 (grey)
MLL_10981	-1.6561438792000056	-3.434467055217424	Mod0 (grey)
MLL_10982	5.084879722322131	-6.537343145705099	Mod0 (grey)
MLL_10985	3.838919610756323	0.300573931908226	Mod0 (grey)
MLL_10987	6.329045219919641	3.249671059999722	Mod0 (grey)
MLL_10988	0.11476440284192531	-1.2029104134246944	Mod0 (grey)
MLL_10992	2.586108212451634	0.5656420706018136	Mod0 (grey)
MLL_10994	-3.619999628738827	3.4954168604169418	Mod0 (grey)
MLL_10997	3.0681377990367076	4.118948355282403	Mod0 (grey)
MLL_10998	-2.7458699511859628	-2.041941425923682	Mod0 (grey)
MLL_10999	-0.8041610920106401	2.965186092913494	Mod0 (grey)
MLL_11000	-3.5027357634563043	-1.793266446501965	Mod0 (grey)
MLL_11003	8.782189640852518	-0.5304590176794047	Mod0 (grey)
MLL_11004	-3.0283351181897817	0.7656918922243443	Mod0 (grey)
MLL_11005	-2.141476847644408	-2.284978974878366	Mod0 (grey)
MLL_11006	-5.492965284468157	-0.30263160253007837	Mod0 (grey)
MLL_11007	0.9162929779936638	0.9491321422467587	Mod0 (grey)
MLL_11010	5.519238627754906	7.425453719086533	Mod0 (grey)
MLL_11011	3.5444216305478933	5.933576409381384	Mod0 (grey)
MLL_11012	-2.8523499504917114	3.6053870419686267	Mod0 (grey)
